price,z,table,depth,clarity,y,color,cut,carat,x
5757,3.86,58.0,63.0,VS1,6.15,D,Very Good,0.9,6.11
5758,3.92,55.0,62.5,IF,6.3,H,Ideal,0.92,6.25
5759,3.96,56.0,62.7,VS2,6.34,F,Very Good,1.0,6.29
5766,3.85,62.0,59.0,VS2,6.56,G,Very Good,1.0,6.49
5766,3.88,61.0,59.3,VS2,6.57,G,Good,1.0,6.51
5767,3.89,56.0,61.2,VS1,6.38,F,Ideal,0.96,6.34
5771,3.87,58.0,63.1,IF,6.18,G,Good,0.9,6.09
5775,3.89,59.0,60.3,SI1,6.47,D,Premium,1.0,6.44
5775,3.95,56.0,60.6,SI1,6.54,D,Ideal,1.0,6.5
5775,3.93,57.0,60.5,SI1,6.52,D,Ideal,1.0,6.48
5775,3.97,59.0,62.5,SI1,6.38,D,Premium,1.0,6.32
5775,3.93,58.0,61.4,SI1,6.43,D,Premium,1.0,6.37
5779,3.8,58.0,60.8,SI1,6.27,D,Very Good,0.92,6.24
5779,3.87,56.0,62.3,SI1,6.23,D,Ideal,0.92,6.2
5784,3.93,62.0,61.6,SI1,6.42,E,Good,1.0,6.35
5795,3.7,60.0,59.1,VS1,6.28,D,Very Good,0.9,6.24
5795,3.84,57.0,62.1,VS1,6.2,G,Ideal,0.91,6.17
5798,3.99,57.0,62.4,SI2,6.42,F,Ideal,1.0,6.37
5804,3.91,60.0,61.0,SI1,6.43,F,Very Good,1.0,6.38
5804,3.96,57.0,61.9,SI1,6.41,D,Ideal,1.0,6.39
5805,3.84,56.0,61.2,VS2,6.3,F,Ideal,0.92,6.25
5806,4.02,59.0,63.0,VS2,6.36,G,Premium,1.0,6.4
5806,3.99,56.0,62.9,VS2,6.27,G,Premium,1.0,6.42
5806,3.99,57.0,63.4,VS2,6.27,G,Very Good,1.0,6.31
5806,4.01,61.0,63.1,VS2,6.33,G,Very Good,1.0,6.38
5806,3.98,57.0,62.1,VS2,6.39,G,Premium,1.0,6.43
5817,3.77,59.7,57.7,VVS2,6.58,G,Good,0.95,6.5
5819,4.05,56.0,63.7,VS2,6.34,E,Good,1.0,6.37
5824,3.97,56.0,62.3,VS2,6.36,G,Ideal,1.0,6.38
5825,3.77,58.0,59.6,VS2,6.34,D,Very Good,0.91,6.32
5828,3.79,57.0,60.8,VS2,6.24,F,Ideal,0.9,6.22
5829,4.02,59.0,64.8,VS1,6.23,F,Good,1.0,6.17
5833,4.09,56.0,65.3,VS1,6.25,F,Fair,1.0,6.28
5840,4.08,56.0,64.9,VS2,6.31,F,Fair,1.0,6.26
5841,3.58,56.0,61.4,VVS2,5.87,D,Ideal,0.74,5.82
5844,4.0,55.0,62.0,VS2,6.48,F,Ideal,1.0,6.43
5851,4.0,60.0,63.2,SI1,6.35,D,Very Good,1.0,6.31
5853,3.79,67.0,58.7,VS1,6.45,G,Fair,1.0,6.47
5854,3.92,63.0,61.3,VS2,6.4,H,Very Good,1.0,6.38
5855,3.8,61.0,61.8,IF,6.17,G,Good,0.9,6.12
5860,3.92,58.0,61.5,VS2,6.39,G,Very Good,1.0,6.36
5860,3.99,59.0,63.5,VS2,6.33,G,Good,1.0,6.23
5863,4.02,61.0,64.2,VS1,6.29,G,Good,1.0,6.23
5864,4.03,59.0,64.0,VS2,6.25,F,Good,1.0,6.29
5864,4.0,55.0,62.8,VS2,6.35,F,Premium,1.0,6.38
5864,3.86,59.0,59.9,VS2,6.42,F,Premium,1.0,6.46
5865,3.89,60.0,60.1,SI1,6.49,E,Very Good,1.0,6.45
5879,3.88,58.0,62.2,IF,6.22,G,Ideal,0.93,6.25
5879,3.87,57.0,61.5,VS1,6.28,E,Ideal,0.95,6.3
5880,3.96,61.0,61.3,SI1,6.39,D,Premium,1.0,6.52
5880,3.87,57.0,59.6,SI1,6.44,D,Premium,1.0,6.54
5880,3.95,56.0,60.6,SI1,6.5,D,Ideal,1.0,6.54
5880,3.89,59.0,60.3,SI1,6.44,D,Premium,1.0,6.47
5880,3.97,59.0,62.5,SI1,6.32,D,Premium,1.0,6.38
5880,3.93,58.0,61.4,SI1,6.37,D,Premium,1.0,6.43
5880,3.96,56.0,62.2,SI1,6.35,D,Ideal,1.0,6.38
5880,3.97,55.0,61.6,SI1,6.43,E,Ideal,1.0,6.45
5880,3.93,57.0,60.5,SI1,6.48,D,Ideal,1.0,6.52
5883,4.05,56.0,64.7,VS2,6.29,H,Very Good,1.0,6.23
5886,3.88,54.0,62.1,VVS1,6.23,H,Ideal,0.92,6.26
5887,3.8,58.0,61.3,VS2,6.23,E,Very Good,0.9,6.16
5887,3.98,56.0,62.3,VS2,6.41,G,Ideal,1.0,6.37
5887,3.9,59.0,61.0,VS2,6.37,G,Premium,1.0,6.41
5893,4.02,55.0,62.6,VS2,6.35,F,Premium,0.99,6.5
5897,3.85,57.0,63.0,VS2,6.09,D,Ideal,0.9,6.14
5906,4.03,58.0,64.4,VS1,6.29,G,Good,1.0,6.23
5907,3.79,57.0,60.4,VS1,6.29,H,Ideal,0.9,6.27
5908,4.05,56.0,64.4,VS1,6.26,G,Fair,1.0,6.31
5914,3.97,59.0,61.4,VVS2,6.45,H,Premium,1.0,6.49
5914,4.02,55.0,63.5,VVS2,6.3,G,Very Good,1.0,6.36
5914,3.94,56.0,61.3,VVS2,6.41,F,Ideal,1.0,6.44
5914,4.02,53.0,63.2,VS1,6.33,E,Very Good,1.0,6.4
5920,4.03,55.0,63.9,VS1,6.34,G,Good,1.0,6.28
5921,3.82,62.0,58.6,VS1,6.53,G,Good,1.0,6.5
5929,3.95,57.0,62.1,VS2,6.38,F,Ideal,1.0,6.34
5929,3.91,56.0,59.9,SI1,6.54,D,Ideal,1.0,6.51
5929,3.88,59.0,60.3,VVS2,6.46,H,Very Good,1.0,6.41
5929,3.97,59.0,62.9,VS2,6.33,F,Very Good,1.0,6.3
5929,3.85,62.0,58.7,VS2,6.6,F,Very Good,1.0,6.51
5929,4.01,59.0,63.7,VS2,6.32,F,Good,1.0,6.27
5935,4.0,56.0,62.9,SI1,6.38,E,Ideal,1.0,6.33
5938,3.96,58.0,62.1,VS2,6.45,F,Very Good,1.0,6.36
5938,3.99,55.0,61.7,SI1,6.49,E,Ideal,1.0,6.44
5939,3.93,56.0,61.2,VS2,6.38,G,Very Good,1.0,6.47
5940,3.95,58.0,61.6,VS2,6.43,G,Premium,1.0,6.39
5940,4.01,58.0,63.0,VS2,6.4,G,Very Good,1.0,6.33
5940,4.0,55.0,62.9,VS1,6.33,G,Premium,1.0,6.39
5947,3.96,55.0,61.0,VS1,6.52,F,Ideal,0.99,6.46
5967,3.92,58.0,61.5,VS2,6.36,G,Premium,1.0,6.39
5967,3.99,59.0,63.5,VS2,6.23,G,Very Good,1.0,6.33
5967,3.9,59.0,60.0,VS2,6.47,G,Premium,1.0,6.52
5967,4.02,59.0,63.0,VS2,6.32,G,Premium,1.0,6.45
5967,4.03,57.0,62.6,VS2,6.4,G,Ideal,1.0,6.47
5978,3.86,56.0,62.8,VVS1,6.18,G,Ideal,0.9,6.12
5980,3.93,58.0,62.3,VS1,6.28,D,Premium,0.94,6.34
5983,3.87,57.0,61.5,VS1,6.3,E,Ideal,0.95,6.28
5984,4.0,59.0,63.3,VS2,6.34,E,Good,1.0,6.29
5987,3.84,61.0,59.3,SI1,6.5,D,Very Good,1.0,6.45
5989,3.86,57.0,62.0,VS2,6.24,G,Ideal,0.92,6.21
5992,3.87,56.0,61.9,SI1,6.27,E,Ideal,0.93,6.24
5997,3.81,58.0,58.7,VS2,6.51,E,Very Good,0.96,6.47
6000,3.91,60.0,60.9,VS1,6.41,G,Premium,1.0,6.51
6004,3.67,56.0,61.9,VVS2,5.95,D,Ideal,0.8,5.91
6006,3.91,59.0,60.6,VS1,6.48,G,Premium,1.0,6.42
6013,3.97,56.0,61.6,VS2,6.47,F,Very Good,1.0,6.42
6018,3.85,57.0,62.3,VS2,6.19,E,Ideal,0.9,6.16
6020,4.04,57.0,64.1,SI1,6.29,D,Good,1.0,6.32
6021,3.81,63.0,58.4,VS1,6.47,F,Very Good,1.0,6.58
6022,3.94,60.0,62.3,VVS1,6.36,H,Very Good,1.0,6.28
6028,4.03,55.0,63.9,VS1,6.28,G,Good,1.0,6.34
6030,3.94,61.0,62.1,VS2,6.38,F,Good,1.0,6.31
6037,4.01,59.0,63.7,VS2,6.27,F,Good,1.0,6.32
6037,3.88,59.0,60.3,VVS2,6.41,H,Premium,1.0,6.46
6037,3.85,62.0,58.7,VS2,6.51,F,Premium,1.0,6.6
6038,3.95,58.0,62.1,SI1,6.4,F,Ideal,0.99,6.33
6040,3.92,63.0,61.4,SI1,6.41,D,Very Good,1.0,6.35
6043,3.97,55.0,62.0,VS2,6.38,E,Ideal,1.0,6.42
6047,3.96,58.0,62.1,VS2,6.36,F,Premium,1.0,6.45
6048,3.85,60.0,60.6,VS2,6.3,G,Premium,1.0,6.4
6048,3.91,62.0,61.3,VS2,6.32,G,Premium,1.0,6.43
6048,3.98,56.0,61.9,VS2,6.4,E,Ideal,1.0,6.45
6048,4.01,58.0,63.0,VS2,6.33,G,Premium,1.0,6.4
6048,3.97,57.0,62.0,VS2,6.37,G,Premium,1.0,6.43
6048,3.87,60.0,59.3,VS2,6.51,G,Premium,1.0,6.55
6048,3.86,61.0,58.6,VS2,6.57,G,Premium,1.0,6.61
6048,3.94,58.0,62.2,VS2,6.49,G,Premium,1.0,6.54
6048,4.01,58.0,63.3,VS2,6.27,G,Very Good,1.0,6.39
6048,3.95,58.0,61.6,VS2,6.39,G,Premium,1.0,6.43
6050,3.78,58.0,57.4,VS2,6.61,E,Good,1.0,6.57
6073,3.99,57.0,62.7,SI1,6.38,D,Ideal,1.0,6.34
6073,3.93,62.0,61.5,VS2,6.42,E,Good,1.0,6.37
6088,3.91,57.0,63.3,VVS1,6.14,G,Very Good,0.94,6.21
6094,3.94,57.0,61.8,VS2,6.39,F,Very Good,0.99,6.37
6097,3.92,60.0,60.9,VS1,6.42,G,Premium,1.0,6.45
6098,3.83,62.0,58.1,VS1,6.62,F,Very Good,1.0,6.57
6098,4.02,58.0,63.8,VS2,6.32,F,Good,1.0,6.28
6098,3.81,63.0,58.4,VS1,6.47,F,Very Good,1.0,6.58
6115,4.02,57.0,63.4,VS2,6.32,D,Very Good,1.0,6.36
6115,3.94,62.0,62.0,VS1,6.33,G,Premium,1.0,6.38
6115,3.89,60.0,59.2,VS1,6.54,G,Premium,1.0,6.6
6115,4.04,61.0,64.8,VS1,6.21,F,Fair,1.0,6.26
6115,4.01,59.0,65.0,VS1,6.14,F,Fair,1.0,6.19
6115,3.91,59.0,60.6,VS1,6.42,G,Premium,1.0,6.48
6124,3.88,56.0,64.2,VVS1,6.02,F,Good,0.9,6.07
6132,3.94,60.0,62.3,VVS1,6.28,H,Premium,1.0,6.36
6133,3.93,60.0,61.2,VS2,6.45,H,Ideal,1.0,6.4
6154,3.95,54.0,62.5,VS2,6.3,F,Premium,1.0,6.33
6160,3.98,58.0,61.9,VS2,6.41,G,Premium,1.0,6.45
6160,3.78,58.0,57.4,VS2,6.57,E,Good,1.0,6.61
6163,4.07,55.0,65.7,VS2,6.22,D,Good,1.0,6.17
6177,3.96,62.0,62.4,VS1,6.37,G,Good,1.0,6.33
6183,4.0,59.0,63.2,VS2,6.35,F,Good,1.0,6.3
6183,3.99,57.0,62.2,VS2,6.43,F,Very Good,1.0,6.4
6183,4.02,60.0,63.5,VVS1,6.36,H,Good,1.0,6.3
6183,4.02,59.0,62.9,VS2,6.47,F,Very Good,1.0,6.4
6187,4.04,60.0,63.9,VS1,6.35,G,Good,1.0,6.3
6189,3.87,61.0,60.8,VS2,6.4,D,Good,1.0,6.33
6189,3.97,61.0,62.8,VS2,6.34,D,Good,1.0,6.31
6190,3.9,61.0,61.2,VS2,6.39,D,Very Good,1.0,6.35
6192,3.92,60.0,62.4,VS2,6.29,F,Good,1.0,6.27
6194,4.07,52.0,63.7,VVS2,6.36,H,Good,1.0,6.41
6196,3.9,58.0,60.3,SI1,6.49,D,Very Good,1.0,6.44
6207,3.94,60.0,61.4,SI1,6.44,E,Very Good,1.0,6.4
6208,3.98,59.0,62.7,VS2,6.38,G,Very Good,1.0,6.32
6208,3.83,58.0,62.2,VS1,6.18,D,Very Good,0.9,6.14
6209,3.98,57.0,62.8,VVS2,6.29,G,Premium,1.0,6.38
6209,3.97,57.0,62.8,VS2,6.3,F,Ideal,1.0,6.35
6209,3.93,55.0,61.6,VS2,6.34,F,Premium,1.0,6.42
6209,4.02,58.0,63.8,VS2,6.28,F,Good,1.0,6.32
6209,4.01,56.0,62.9,VS2,6.34,G,Premium,1.0,6.42
6210,4.08,52.0,64.9,VS2,6.33,F,Fair,1.0,6.24
6216,3.99,54.0,61.6,VS2,6.46,G,Premium,1.0,6.49
6223,4.0,57.0,63.1,VS2,6.36,F,Good,1.0,6.32
6230,3.83,56.0,61.7,VS1,6.22,E,Ideal,0.9,6.19
6235,3.86,60.0,58.9,VS2,6.58,G,Ideal,1.0,6.53
6237,3.87,56.0,62.9,VVS1,6.19,G,Ideal,0.9,6.11
6245,3.98,59.0,62.9,VS2,6.38,E,Very Good,1.0,6.27
6248,3.97,58.0,62.4,VS2,6.4,E,Good,1.0,6.33
6249,3.99,56.0,62.6,VVS2,6.39,H,Very Good,1.0,6.36
6250,3.99,58.0,64.0,VS1,6.21,D,Good,1.0,6.27
6261,3.96,56.0,62.0,VS2,6.36,E,Ideal,1.0,6.42
6263,3.98,60.0,62.4,VS1,6.39,G,Very Good,1.0,6.37
6267,4.0,55.0,63.3,VS2,6.34,F,Good,1.0,6.29
6268,3.79,58.0,57.4,VS2,6.64,E,Fair,1.0,6.57
6272,3.94,62.0,62.8,VS2,6.26,E,Premium,1.0,6.29
6272,3.96,58.0,61.6,VS2,6.42,G,Premium,1.0,6.44
6272,3.76,62.0,57.4,VS2,6.53,E,Good,1.0,6.56
6272,3.99,54.0,62.3,VS2,6.38,G,Ideal,1.0,6.42
6272,3.84,57.0,60.1,VS2,6.35,G,Premium,1.0,6.42
6272,3.99,58.0,63.8,VS2,6.19,E,Good,1.0,6.31
6272,3.84,59.0,59.9,VS2,6.38,E,Premium,1.0,6.45
6275,3.92,58.0,61.1,SI1,6.41,E,Good,1.0,6.43
6279,3.88,62.0,60.7,VS2,6.46,E,Good,1.0,6.33
6283,3.96,58.0,62.5,VS2,6.36,F,Very Good,1.0,6.32
6285,4.01,59.0,64.0,VS2,6.31,E,Very Good,1.0,6.22
6285,3.79,64.0,57.3,VS2,6.46,E,Fair,1.0,6.59
6289,3.78,60.0,62.2,VVS2,6.12,E,Very Good,0.9,6.04
6290,3.96,62.0,62.4,VS1,6.33,G,Premium,1.0,6.37
6290,3.99,57.0,62.9,VS1,6.32,G,Ideal,1.0,6.36
6290,3.95,58.0,62.3,VS1,6.3,G,Premium,1.0,6.39
6291,3.9,56.0,61.7,SI1,6.34,F,Ideal,0.95,6.31
6296,3.94,55.0,60.8,VS2,6.49,G,Very Good,1.0,6.46
6296,4.02,60.0,63.5,VVS1,6.3,H,Very Good,1.0,6.36
6296,4.02,59.0,62.9,VS2,6.4,F,Premium,1.0,6.47
6296,3.99,57.0,62.2,VS2,6.4,F,Premium,1.0,6.43
6296,4.0,59.0,63.2,VS2,6.3,F,Very Good,1.0,6.35
6302,3.83,56.0,61.6,VVS2,6.23,G,Ideal,0.9,6.2
6303,3.9,61.0,61.2,VS2,6.35,D,Premium,1.0,6.39
6315,4.01,59.0,63.8,VS2,6.32,E,Very Good,1.0,6.25
6315,4.03,54.0,64.1,VS2,6.31,E,Good,1.0,6.26
6319,4.01,58.0,62.7,VS2,6.41,F,Very Good,1.0,6.38
6324,3.98,55.0,62.4,SI1,6.42,E,Ideal,1.0,6.34
6328,4.01,56.0,64.1,SI1,6.24,D,Good,1.0,6.28
6328,3.98,59.0,62.8,VS2,6.32,F,Premium,1.0,6.35
6328,3.94,56.0,60.5,VS2,6.49,G,Ideal,1.0,6.54
6328,3.94,59.0,62.2,VS2,6.29,F,Premium,1.0,6.37
6338,3.7,55.0,61.5,IF,6.05,F,Ideal,0.81,5.98
6340,3.99,55.0,62.2,VS2,6.44,F,Very Good,1.0,6.39
6349,3.97,56.0,62.2,VS1,6.41,G,Ideal,1.0,6.35
6349,4.01,54.0,62.7,VS1,6.42,G,Ideal,1.0,6.37
6349,4.02,59.0,63.6,VS1,6.34,G,Good,1.0,6.3
6352,4.02,62.0,63.9,VS2,6.32,F,Good,1.0,6.26
6352,4.0,55.0,62.9,VS2,6.38,F,Very Good,1.0,6.34
6352,3.97,60.0,62.4,VS2,6.38,F,Premium,1.0,6.35
6352,3.96,60.0,62.6,VS2,6.37,F,Premium,1.0,6.29
6359,3.98,59.0,62.9,VS2,6.27,E,Premium,1.0,6.38
6360,3.85,56.0,61.3,VS1,6.3,F,Ideal,0.92,6.26
6369,3.8,62.0,59.1,VS2,6.45,G,Good,1.0,6.42
6377,3.83,59.0,59.4,VS2,6.46,E,Very Good,1.0,6.44
6377,3.98,59.0,62.4,VS2,6.4,G,Ideal,1.0,6.36
6377,3.99,56.0,62.6,VS1,6.36,G,Ideal,1.0,6.39
6377,3.98,60.0,62.4,VS1,6.37,G,Premium,1.0,6.39
6382,4.0,55.0,63.3,VS2,6.29,F,Very Good,1.0,6.34
6386,3.96,62.0,62.8,VS2,6.33,G,Very Good,1.0,6.28
6389,4.04,58.0,63.8,VS2,6.35,G,Very Good,1.0,6.31
6389,4.03,58.0,64.1,VS2,6.33,D,Good,1.0,6.24
6389,4.0,60.0,64.2,VS1,6.28,F,Good,1.0,6.18
6397,4.07,59.0,65.3,VS1,6.21,F,Fair,1.0,6.25
6399,3.76,54.0,62.0,VVS1,6.08,D,Ideal,0.84,6.04
6400,3.98,58.0,62.9,VS2,6.29,E,Premium,1.0,6.36
6424,3.95,58.0,61.7,VS2,6.43,F,Ideal,1.0,6.37
6435,3.85,61.0,59.1,VS1,6.54,G,Very Good,1.0,6.48
6437,3.87,58.0,59.9,SI1,6.48,G,Good,1.0,6.44
6440,3.98,59.0,63.1,VS2,6.36,D,Very Good,1.0,6.26
6441,3.83,58.0,61.2,VS1,6.25,D,Premium,0.9,6.27
6444,3.83,57.0,60.9,VS2,6.32,D,Ideal,0.91,6.26
6445,3.83,65.0,60.6,VS2,6.36,E,Good,1.0,6.29
6449,3.96,58.0,62.4,VS2,6.38,G,Very Good,1.0,6.31
6451,3.87,59.0,60.6,VS2,6.36,G,Premium,1.0,6.42
6451,3.9,59.0,60.0,VS2,6.46,G,Premium,1.0,6.54
6462,3.94,58.0,61.2,VS1,6.38,G,Premium,1.0,6.49
6465,4.02,59.0,63.6,VS1,6.3,G,Good,1.0,6.34
6465,3.97,56.0,62.2,VS1,6.35,G,Ideal,1.0,6.41
6465,4.01,54.0,62.7,VS1,6.37,G,Ideal,1.0,6.42
6466,3.8,55.0,62.0,VVS2,6.17,E,Very Good,0.9,6.08
6468,4.03,56.0,62.9,VS1,6.43,F,Very Good,1.0,6.38
6468,4.0,57.0,62.6,VS1,6.42,F,Very Good,1.0,6.35
6468,3.82,61.0,58.6,VS2,6.5,F,Premium,1.0,6.53
6468,3.97,60.0,62.4,VS2,6.35,F,Premium,1.0,6.38
6468,3.96,60.0,62.6,VS2,6.29,F,Premium,1.0,6.37
6488,3.9,58.0,62.4,VVS1,6.27,G,Ideal,0.94,6.22
6513,3.85,56.0,61.4,VS2,6.28,D,Ideal,0.92,6.26
6518,3.99,60.0,62.6,VS2,6.4,E,Very Good,1.0,6.35
6521,3.95,59.0,61.9,VS2,6.41,F,Premium,1.0,6.36
6535,3.93,59.0,61.5,VVS1,6.41,H,Ideal,1.0,6.37
6549,3.43,55.0,62.5,IF,5.5,D,Ideal,0.63,5.47
6552,3.8,59.0,57.8,VS1,6.59,F,Good,1.0,6.57
6552,3.85,61.0,59.1,VS1,6.48,G,Premium,1.0,6.54
6552,3.98,58.0,63.2,VS1,6.27,G,Very Good,1.0,6.32
6568,3.85,62.0,59.9,SI1,6.45,D,Good,1.0,6.41
6580,3.95,54.0,61.7,VS2,6.39,F,Ideal,1.0,6.42
6600,3.95,57.0,61.6,VS2,6.44,E,Ideal,1.0,6.38
6600,3.98,59.0,62.7,VS2,6.38,E,Premium,1.0,6.31
6600,3.98,60.0,62.8,VS2,6.36,E,Very Good,1.0,6.32
6600,3.89,60.0,60.0,VS2,6.43,E,Premium,1.0,6.43
6600,3.94,58.0,61.5,VS2,6.42,E,Premium,1.0,6.39
6600,3.95,59.0,61.8,VS2,6.41,E,Premium,1.0,6.38
6600,3.95,59.0,62.1,VS2,6.38,E,Very Good,1.0,6.34
6606,3.98,59.0,62.4,VS1,6.4,G,Premium,1.0,6.35
6607,4.0,55.0,62.9,VVS2,6.39,H,Ideal,1.0,6.34
6607,3.43,55.0,62.5,IF,5.47,D,Ideal,0.63,5.5
6608,3.97,56.0,61.7,VS2,6.39,F,Premium,1.0,6.48
6608,3.99,58.0,62.7,VS2,6.33,F,Premium,1.0,6.4
6612,3.97,57.0,62.1,VS2,6.37,G,Ideal,1.0,6.42
6619,3.91,60.0,61.1,VS2,6.43,F,Very Good,1.0,6.36
6640,3.95,59.0,61.9,VS2,6.36,F,Premium,1.0,6.41
6640,3.92,59.0,60.5,VS2,6.39,F,Premium,1.0,6.57
6642,3.99,57.0,62.4,VS1,6.41,G,Very Good,1.0,6.38
6652,3.85,59.0,62.3,VS1,6.19,D,Ideal,0.91,6.16
6664,3.99,55.0,62.5,SI1,6.34,D,Ideal,1.0,6.42
6674,3.66,56.0,60.8,IF,6.05,F,Ideal,0.8,5.99
6680,3.83,56.0,61.5,VVS1,6.24,G,Ideal,0.9,6.22
6689,3.81,56.0,61.2,VS2,6.26,D,Ideal,0.9,6.2
6692,3.95,59.0,61.3,VS1,6.42,F,Premium,1.0,6.45
6699,3.9,63.0,60.6,VS1,6.45,G,Very Good,1.0,6.42
6701,4.01,56.0,63.2,VS2,6.37,F,Very Good,1.0,6.32
6702,3.99,60.0,62.5,VVS2,6.34,G,Premium,1.0,6.43
6720,3.98,60.0,62.8,VS2,6.32,E,Premium,1.0,6.36
6720,3.95,59.0,62.1,VS2,6.34,E,Premium,1.0,6.38
6720,3.91,57.0,60.4,VS2,6.46,E,Premium,1.0,6.49
6720,3.95,57.0,61.6,VS2,6.38,E,Ideal,1.0,6.44
6720,3.99,57.0,62.8,VS2,6.34,E,Ideal,1.0,6.37
6720,3.94,58.0,61.5,VS2,6.39,E,Premium,1.0,6.42
6720,3.98,59.0,62.7,VS2,6.31,E,Premium,1.0,6.38
6720,3.89,60.0,60.0,VS2,6.43,E,Premium,1.0,6.43
6720,3.98,56.0,62.1,VS2,6.39,E,Ideal,1.0,6.42
6727,3.98,59.0,62.4,VS1,6.35,G,Premium,1.0,6.4
6732,3.94,57.0,61.9,VS2,6.38,E,Very Good,1.0,6.35
6743,3.96,58.0,62.2,VS2,6.39,G,Very Good,1.0,6.35
6745,3.9,60.0,59.6,VS2,6.57,D,Very Good,1.0,6.52
6748,3.94,61.0,62.4,VVS2,6.3,G,Good,1.0,6.32
6762,3.97,58.0,62.6,VS2,6.38,D,Very Good,1.0,6.31
6768,3.78,60.0,58.1,VVS2,6.49,F,Premium,0.97,6.53
6776,4.03,56.0,63.1,VS2,6.41,E,Good,1.0,6.37
6776,3.89,61.0,60.8,VS2,6.39,D,Premium,1.0,6.41
6776,4.03,57.0,63.5,VS2,6.32,D,Very Good,1.0,6.37
6801,3.89,57.0,60.4,VVS1,6.48,H,Ideal,0.97,6.4
6804,3.99,57.0,62.6,VS2,6.35,F,Ideal,1.0,6.4
6804,3.86,56.0,63.6,IF,6.02,E,Good,0.9,6.11
6807,3.89,56.0,61.1,VS1,6.39,G,Ideal,0.96,6.34
6818,4.05,57.0,64.9,VVS2,6.28,G,Very Good,1.0,6.21
6818,4.02,58.0,63.4,VS2,6.39,F,Very Good,1.0,6.3
6822,3.85,63.0,60.6,VS1,6.42,E,Good,1.0,6.28
6830,3.85,56.0,62.3,VS2,6.19,F,Ideal,0.9,6.17
6834,3.71,57.0,63.3,IF,5.87,D,Very Good,0.8,5.85
6841,4.04,56.9,63.8,VS2,6.36,F,Very Good,1.0,6.29
6841,3.92,61.0,61.1,VS2,6.45,F,Good,1.0,6.38
6859,3.97,54.0,61.7,VS2,6.46,E,Ideal,1.0,6.41
6860,3.99,62.0,61.8,VS2,6.44,E,Premium,1.0,6.47
6867,3.88,59.0,59.4,VS1,6.54,G,Very Good,1.0,6.52
6868,3.9,60.0,59.6,VS2,6.52,D,Premium,1.0,6.57
6871,4.01,55.0,62.9,VS2,6.36,E,Ideal,1.0,6.4
6871,3.99,56.0,62.0,VS2,6.41,E,Ideal,1.0,6.46
6872,3.84,59.0,62.6,VVS2,6.15,D,Very Good,0.9,6.11
6875,3.84,58.0,59.0,VS2,6.53,E,Very Good,1.0,6.49
6881,3.98,56.0,62.6,VS2,6.39,D,Very Good,1.0,6.33
6883,3.96,60.0,62.1,VS1,6.42,F,Very Good,1.0,6.33
6889,3.78,60.0,58.1,VVS2,6.53,F,Very Good,0.97,6.49
6892,3.89,57.0,63.7,VVS2,6.12,E,Very Good,0.9,6.1
6899,3.89,58.0,60.7,VS2,6.36,F,Premium,1.0,6.45
6910,3.87,63.0,60.1,VS1,6.45,F,Very Good,1.0,6.42
6927,3.99,58.0,61.9,VS2,6.49,F,Very Good,1.0,6.41
6937,3.92,60.0,61.2,VS2,6.42,D,Very Good,1.0,6.4
6951,3.82,59.0,59.8,IF,6.43,G,Ideal,0.95,6.36
6957,3.97,57.0,62.8,VS2,6.35,F,Very Good,1.0,6.29
6958,3.8,60.0,58.2,VS2,6.54,E,Good,1.0,6.52
6989,3.98,60.0,62.9,VS1,6.29,G,Premium,1.0,6.36
6989,3.83,61.0,58.6,VS1,6.5,G,Premium,1.0,6.57
6989,3.97,55.0,61.5,VS2,6.44,E,Ideal,1.0,6.47
7002,3.95,57.0,61.2,VS1,6.47,E,Very Good,1.0,6.43
7006,3.8,61.0,61.1,VVS2,6.2,E,Premium,0.91,6.24
7007,4.04,60.0,63.8,VVS1,6.35,G,Good,1.0,6.31
7016,3.75,63.0,56.5,VVS2,6.62,F,Good,1.0,6.65
7026,3.9,61.0,60.7,VS2,6.46,D,Good,1.0,6.4
7056,3.96,59.0,62.0,VS1,6.35,F,Premium,1.0,6.42
7056,3.58,60.0,59.2,VS1,6.48,F,Premium,1.0,6.53
7056,3.99,55.0,62.7,VS1,6.34,F,Premium,1.0,6.39
7056,3.95,55.0,61.7,VS1,6.39,F,Ideal,1.0,6.42
7072,3.85,59.0,59.0,VS2,6.51,F,Premium,1.0,6.54
7083,4.38,60.0,55.9,VS1,6.71,D,Fair,1.0,6.77
7084,4.02,62.0,64.1,VVS1,6.26,E,Good,1.0,6.29
7096,4.0,60.0,63.0,VS1,6.32,E,Premium,1.0,6.38
7114,4.02,56.0,63.1,VS2,6.4,D,Good,1.0,6.36
7114,4.0,58.0,62.6,VS1,6.4,F,Premium,1.0,6.37
7114,4.03,53.0,62.7,VS1,6.46,G,Ideal,1.0,6.39
7120,3.86,57.0,61.2,VS2,6.33,F,Ideal,0.94,6.29
7131,3.8,61.0,61.1,VVS2,6.2,E,Very Good,0.91,6.24
7134,4.04,60.0,63.8,VVS1,6.31,G,Good,1.0,6.35
7145,4.02,54.0,63.0,SI1,6.4,E,Very Good,1.0,6.36
7146,3.89,63.0,61.5,VS2,6.31,D,Very Good,1.0,6.35
7150,3.87,58.0,62.8,VVS2,6.22,D,Very Good,0.92,6.11
7163,3.88,62.0,60.3,VVS2,6.45,G,Very Good,1.0,6.41
7164,3.9,59.0,59.7,VS1,6.5,G,Premium,1.0,6.57
